Name,OVR,PAC,SHO,PAS,DRI,DEF,PHY,Position,Preferred,Height,Weight,AltPos,Age,Nation,League,Team
Jairo Concha,70,70,69,67,70,60,66,CM,Right,"175cm / 5'9""",69kg / 152lb,"CDM, CAM",25,Peru,Libertadores,Universitario
Jairo Quinteros,65,64,26,41,53,66,69,CB,Left,"180cm / 5'11""",78kg / 172lb,,23,Bolivia,Libertadores,Bolívar
Jairo Reyes,58,71,36,55,57,55,64,CDM,Right,"175cm / 5'9""",72kg / 159lb,,18,Ecuador,Libertadores,IDV
Jairo Vélez,69,64,67,69,69,36,55,CAM,Left,"174cm / 5'9""",76kg / 168lb,"RM, LW",29,Ecuador,Sudamericana,UCV
Jak Alnwick,69,69,67,65,69,46,70,GK,Left,"187cm / 6'2""",82kg / 181lb,,31,England,EFL Championship,Cardiff City
Jaka Bijol,75,59,59,65,61,75,77,CB,Right,"190cm / 6'3""",85kg / 187lb,,25,Slovenia,Serie A Enilive,Udinese
Jaka Čuber Potočnik,60,60,61,45,60,22,56,ST,Right,"189cm / 6'2""",78kg / 172lb,,19,Slovenia,Bundesliga 2,1. FC Köln
Jake Batty,56,64,30,48,54,51,54,LB,Left,"176cm / 5'9""",71kg / 157lb,,19,England,EFL League Two,Accrington
Jake Beesley,66,70,64,49,61,44,69,ST,Right,"188cm / 6'2""",76kg / 168lb,,27,England,EFL League One,Blackpool
Jake Bidwell,70,67,48,65,62,67,76,LB,Left,"183cm / 6'0""",80kg / 176lb,,31,England,EFL Championship,Coventry City
Jake Brimmer,67,66,60,68,69,58,67,CAM,Right,"169cm / 5'7""",68kg / 150lb,"CDM, CM",26,Australia,A-League,Auckland FC
Jake Cain,62,64,57,60,64,58,60,CM,Left,"176cm / 5'9""",74kg / 163lb,CDM,23,England,EFL League Two,Swindon Town
Jake Carroll,60,72,39,59,57,59,53,LB,Left,"184cm / 6'0""",79kg / 174lb,CB,33,Republic of Ireland,SSE Airtricity PD,Bohemians
Jake Clarke-Salter,72,64,33,53,51,74,75,CB,Left,"188cm / 6'2""",70kg / 154lb,,26,England,EFL Championship,QPR
Jake Cooper,73,51,32,48,53,72,83,CB,Left,"199cm / 6'6""",85kg / 187lb,,29,England,EFL Championship,Millwall
Jake Davis,66,68,50,54,61,64,59,RB,Right,"178cm / 5'10""",68kg / 150lb,,22,United States,MLS,Sporting KC
Jake Doyle-Hayes,66,68,59,65,68,60,65,CM,Right,"175cm / 5'9""",68kg / 150lb,CDM,25,Republic of Ireland,Scottish Prem,Hibernian
Jake Eastwood,60,63,56,59,62,37,57,GK,Right,"190cm / 6'3""",81kg / 179lb,,27,England,EFL League Two,Grimsby Town
Jake Forster-Caskey,64,62,60,65,65,57,63,CM,Left,"178cm / 5'10""",64kg / 141lb,LM,30,England,EFL League One,Stevenage
Jake Garrett,65,65,53,60,63,61,67,CDM,Left,"177cm / 5'10""",73kg / 161lb,CM,21,England,EFL League One,Bristol Rovers
Jake Girdwood-Reich,63,60,41,53,54,61,73,CB,Right,"184cm / 6'0""",75kg / 165lb,CDM,20,Australia,MLS,St. Louis CITY SC
Jake Hollman,66,72,59,62,69,60,64,CM,Right,"180cm / 5'11""",70kg / 154lb,"CDM, LM",23,Australia,A-League,Macarthur FC
Jake Hull,56,57,24,32,34,55,68,CB,Right,"198cm / 6'6""",94kg / 207lb,,22,England,EFL League One,Rotherham Utd
Jake Leake,55,69,30,43,54,50,58,LB,Left,"179cm / 5'10""",75kg / 165lb,CB,21,England,EFL Championship,Hull City
Jake Mulraney,65,83,57,61,67,44,58,LM,Left,"172cm / 5'8""",64kg / 141lb,"RM, LW",28,Republic of Ireland,SSE Airtricity PD,St. Pats
Jake Najdovski,53,78,53,41,57,18,46,ST,Right,"170cm / 5'7""",70kg / 154lb,CAM,19,Australia,A-League,Western United
Jake O'Brien,75,76,41,53,51,73,79,CB,Right,"197cm / 6'6""",84kg / 185lb,,23,Republic of Ireland,Premier League,Everton
Jake Reeves,64,71,56,63,65,57,61,CM,Right,"173cm / 5'8""",70kg / 154lb,CDM,31,England,EFL League Two,AFC Wimbledon
Jake Richards,56,72,49,55,58,52,51,CM,Left,"178cm / 5'10""",74kg / 163lb,CAM,17,England,EFL League One,Exeter City
Jake Rooney,62,62,41,54,60,61,68,CB,Right,"188cm / 6'2""",78kg / 172lb,RB,21,England,EFL Championship,Derby County
Jake Turner,62,63,64,59,63,22,61,GK,Right,"194cm / 6'4""",82kg / 181lb,,25,England,EFL League Two,Gillingham
Jake Young,64,80,62,46,62,25,64,ST,Right,"186cm / 6'1""",77kg / 170lb,,23,England,EFL League One,Stevenage
Jakob Breum,66,68,62,60,68,37,62,RM,Right,"178cm / 5'10""",68kg / 150lb,"LM, RW",20,Denmark,Eredivisie,Go Ahead Eagles
Jakob Busk,66,67,60,63,68,44,63,GK,Right,"189cm / 6'2""",87kg / 192lb,,31,Denmark,3F Superliga,Sønderjyske
Jakob Glesnes,72,52,55,55,60,73,83,CB,Right,"188cm / 6'2""",84kg / 185lb,,30,Norway,MLS,Philadelphia
Jakob Golz,69,70,64,59,71,19,68,GK,Right,"187cm / 6'2""",85kg / 187lb,,26,Germany,3. Liga,Rot-Weiss Essen
Jakob Haugaard,66,65,66,71,64,40,64,GK,Left,"199cm / 6'6""",87kg / 192lb,,32,Denmark,Eliteserien,Tromsø IL
Jakob Kiilerich,59,58,34,43,52,59,63,CB,Left,"187cm / 6'2""",78kg / 172lb,,24,Denmark,Allsvenskan,Mjällby AIF
Jakob Kindberg,58,54,57,59,60,27,61,GK,Right,"184cm / 6'0""",80kg / 176lb,,30,Sweden,Allsvenskan,Kalmar FF
Jakob Lemmer,65,76,60,60,69,31,63,RW,Right,"179cm / 5'10""",74kg / 163lb,RM,24,Germany,3. Liga,Dynamo Dresden
Jakob Lewald,67,61,31,45,52,67,75,CB,Right,"194cm / 6'4""",82kg / 181lb,,25,Germany,3. Liga,SV Sandhausen
Jakob Maslø Dunsby,64,78,57,58,66,28,63,RW,Right,"174cm / 5'9""",68kg / 150lb,RM,24,Norway,Eliteserien,Sandefjord
Jakob Meierhofer,65,64,62,65,65,27,63,GK,Right,"187cm / 6'2""",77kg / 170lb,,26,Austria,Bundesliga,Grazer AK
Jakob Napoleon Romsaas,61,77,58,57,61,34,61,ST,Right,"187cm / 6'2""",77kg / 170lb,CAM,20,Norway,Eliteserien,Tromsø IL
Jakob Nerwinski,66,76,30,53,56,64,74,RB,Right,"183cm / 6'0""",79kg / 174lb,CB,29,United States,MLS,St. Louis CITY SC
Jakob Schöller,60,69,28,50,42,61,64,CB,Right,"190cm / 6'3""",80kg / 176lb,,18,Austria,Bundesliga,SK Rapid
Jakob Tånnander,63,64,62,59,64,51,63,GK,Left,"191cm / 6'3""",80kg / 176lb,,24,Sweden,Allsvenskan,IK Sirius
Jakob V. Persson,60,54,27,54,51,59,72,RB,Right,"192cm / 6'4""",81kg / 179lb,CB,23,Sweden,Allsvenskan,IK Sirius
Jakob Vester,58,71,48,53,64,52,50,CM,Right,"182cm / 6'0""",70kg / 154lb,RB,19,Denmark,3F Superliga,Viborg FF
Jakov Blagaić,63,79,62,57,66,37,63,CAM,Right,"173cm / 5'8""",70kg / 154lb,ST,24,Croatia,PKO BP Ekstraklasa,Puszcza
Jakov Medić,70,66,52,59,58,67,83,CB,Right,"193cm / 6'4""",91kg / 201lb,,26,Croatia,Bundesliga,VfL Bochum 1848
Jakov Šuver,56,60,25,32,36,54,63,CB,Right,"190cm / 6'3""",81kg / 179lb,,21,Croatia,3. Liga,VfB Stuttgart II
Jakub Antczak,59,75,48,55,63,28,46,LW,Right,"168cm / 5'6""",61kg / 134lb,"RW, LM",20,Poland,PKO BP Ekstraklasa,GKS Katowice
Jakub Arak,62,73,56,58,59,37,69,ST,Right,"183cm / 6'0""",78kg / 172lb,,29,Poland,PKO BP Ekstraklasa,GKS Katowice
Jakub Burek,58,59,61,48,58,21,57,GK,Right,"188cm / 6'2""",77kg / 170lb,,21,Poland,PKO BP Ekstraklasa,Cracovia
Jakub Czerwiński,68,52,32,44,45,67,81,CB,Right,"183cm / 6'0""",82kg / 181lb,,33,Poland,PKO BP Ekstraklasa,Piast Gliwice
Jakub Hromada,70,69,59,64,68,68,75,CDM,Right,"180cm / 5'11""",76kg / 168lb,CM,28,Slovakia,SUPERLIGA,FC Rapid 1923
Jakub Jankto,71,72,67,70,72,65,62,CM,Left,"184cm / 6'0""",74kg / 163lb,"LM, RM",28,Czech Republic,Serie A Enilive,Cagliari
Jakub Jezierski,55,62,49,53,56,40,49,CAM,Left,"186cm / 6'1""",75kg / 165lb,,20,Poland,PKO BP Ekstraklasa,Śląsk Wrocław
Jakub Jugas,66,46,45,51,50,64,74,CB,Right,"186cm / 6'1""",79kg / 174lb,,32,Czech Republic,PKO BP Ekstraklasa,Cracovia
Jakub Kadak,66,63,66,66,67,41,48,CAM,Right,"177cm / 5'10""",68kg / 150lb,CM,23,Slovakia,CSSL,FC Luzern
Jakub Kamiński,73,82,64,66,77,48,58,LM,Right,"179cm / 5'10""",68kg / 150lb,LW,22,Poland,Bundesliga,VfL Wolfsburg
Jakub Kałuziński,65,65,55,64,65,58,61,CDM,Right,"184cm / 6'0""",74kg / 163lb,"CM, CAM",21,Poland,Trendyol Super Lig,Antalyaspor
Jakub Kiwior,76,69,37,66,63,77,77,LB,Left,"189cm / 6'2""",75kg / 165lb,CB,24,Poland,Premier League,Arsenal
Jakub Kolan,53,64,30,35,50,51,53,RB,Right,"177cm / 5'10""",71kg / 157lb,,20,Poland,PKO BP Ekstraklasa,Zagłębie Lubin
Jakub Konstantyn,56,72,57,53,56,24,47,LM,Right,"175cm / 5'9""",78kg / 172lb,"ST, LW",22,Poland,PKO BP Ekstraklasa,Korona Kielce
Jakub Lewicki,58,64,44,56,57,52,57,LM,Left,"182cm / 6'0""",70kg / 154lb,"LB, LW",18,Poland,PKO BP Ekstraklasa,Jagiellonia
Jakub Lis,58,67,42,54,57,55,58,CDM,Right,"175cm / 5'9""",73kg / 161lb,,22,Poland,PKO BP Ekstraklasa,Pogoń Szczecin
Jakub Madrzyk,61,65,60,58,61,33,59,GK,Right,"180cm / 5'11""",75kg / 165lb,,20,Poland,PKO BP Ekstraklasa,Stal Mielec
Jakub Moder,73,61,70,74,72,70,71,CM,Right,"188cm / 6'2""",78kg / 172lb,"CDM, CAM",25,Poland,Premier League,Brighton
Jakub Myszor,62,85,60,57,65,27,53,CAM,Right,"175cm / 5'9""",66kg / 146lb,ST,22,Poland,PKO BP Ekstraklasa,Raków
Jakub Niemczyk,51,72,46,42,54,17,48,LM,Right,"178cm / 5'10""",70kg / 154lb,LW,20,Poland,EFL League One,Burton Albion
Jakub Ojrzyński,56,56,56,57,60,25,58,GK,Right,"196cm / 6'5""",84kg / 185lb,,21,Poland,Premier League,Liverpool
Jakub Pešek,72,86,66,68,73,28,46,RW,Right,"174cm / 5'9""",67kg / 148lb,"LM, RM",31,Czech Republic,Ceska Liga,Sparta Praha
Jakub Serafin,63,64,49,63,65,58,62,CDM,Right,"181cm / 5'11""",69kg / 152lb,,28,Poland,PKO BP Ekstraklasa,Puszcza
Jakub Snopczyński,55,72,47,50,61,33,34,CAM,Right,"174cm / 5'9""",65kg / 143lb,,19,Poland,PKO BP Ekstraklasa,Radomiak Radom
Jakub Stolarczyk,64,65,64,67,69,36,63,GK,Right,"194cm / 6'4""",79kg / 174lb,,23,Poland,Premier League,Leicester City
Jakub Surovčík,63,67,63,65,64,29,59,GK,Left,"197cm / 6'6""",78kg / 172lb,,22,Slovakia,Ceska Liga,Sparta Praha
Jakub Sypek,58,74,50,53,61,44,55,LW,Right,"180cm / 5'11""",74kg / 163lb,LM,23,Poland,PKO BP Ekstraklasa,Widzew Łódź
Jakub Słowik,67,67,59,55,71,40,70,GK,Right,"190cm / 6'3""",82kg / 181lb,,33,Poland,Trendyol Super Lig,Konyaspor
Jakub Łukowski,65,80,63,59,67,34,60,LM,Right,"172cm / 5'8""",74kg / 163lb,"RM, LW",28,Poland,PKO BP Ekstraklasa,Widzew Łódź
Jalal Abdullai,61,76,59,54,61,26,58,ST,Left,"186cm / 6'1""",80kg / 176lb,RW,19,Ghana,Allsvenskan,IF Elfsborg
Jalen Neal,66,60,23,49,59,67,65,CB,Right,"185cm / 6'1""",66kg / 146lb,,21,United States,MLS,LA Galaxy
Jaly Mouaddib,58,68,50,57,62,46,55,RW,Right,"171cm / 5'7""",65kg / 143lb,"CAM, RM",25,France,SUPERLIGA,FC Botoșani
Jalysa Stechemesser,62,61,40,50,52,62,57,LB,Right,"170cm / 5'7""",60kg / 132lb,,17,Germany,GPFBL,Carl Zeiss Jena
Jamaal Lascelles,75,40,35,51,50,76,78,CB,Right,"188cm / 6'2""",83kg / 183lb,,30,England,Premier League,Newcastle Utd
Jamal Amofa,67,75,34,49,65,65,73,CB,Right,"185cm / 6'1""",82kg / 181lb,,25,Netherlands,Eredivisie,Go Ahead Eagles
Jamal Lowe,70,84,69,60,72,40,69,ST,Right,"183cm / 6'0""",79kg / 174lb,LM,30,Jamaica,EFL Championship,Sheffield Wed
Jamal Musiala,87,84,81,78,90,63,64,CAM,Right,"184cm / 6'0""",72kg / 159lb,"LM, CM",21,Germany,Bundesliga,FC Bayern Munchen
Jamal Thiaré,68,87,65,56,69,22,72,ST,Right,"180cm / 5'11""",68kg / 150lb,,31,Senegal,MLS,Atlanta United
Jameese Joseph,68,70,67,59,68,46,63,ST,Right,"170cm / 5'7""",63kg / 139lb,RM,22,United States,NWSL,Chicago Red Stars
James Abankwah,57,66,29,44,53,55,67,CB,Right,"182cm / 6'0""",79kg / 174lb,RB,20,Republic of Ireland,Serie A Enilive,Udinese
James Akintunde,59,70,59,49,60,33,69,ST,Right,"175cm / 5'9""",75kg / 165lb,LM,28,England,SSE Airtricity PD,Bohemians
James Balagizi,61,76,61,59,65,46,66,CM,Right,"189cm / 6'2""",78kg / 172lb,"CAM, LW",20,England,Premier League,Liverpool
James Ball,59,53,58,57,56,56,76,CM,Right,"191cm / 6'3""",86kg / 190lb,CAM,28,England,EFL League Two,AFC Wimbledon
James Beadle,69,68,67,68,69,46,70,GK,Right,"198cm / 6'6""",85kg / 187lb,,20,England,EFL Championship,Sheffield Wed
James Belshaw,61,61,59,60,63,50,61,GK,Right,"191cm / 6'3""",86kg / 190lb,,33,England,EFL League Two,Harrogate Town
James Berry,58,78,55,48,61,39,59,LM,Right,"183cm / 6'0""",78kg / 172lb,LW,23,England,EFL League Two,Chesterfield
James Bolton,64,72,35,53,58,62,72,CB,Right,"183cm / 6'0""",75kg / 165lb,,30,England,EFL League Two,Fleetwood Town
James Bree,70,68,45,65,66,68,66,RB,Right,"178cm / 5'10""",74kg / 163lb,LB,26,England,Premier League,Southampton
James Brophy,64,86,51,58,64,55,69,LM,Left,"180cm / 5'11""",72kg / 159lb,"RM, LW",30,England,EFL League One,Cambridge Utd
James Brown,61,72,49,52,58,56,70,RB,Right,"177cm / 5'10""",77kg / 170lb,,26,Republic of Ireland,Scottish Prem,Ross County
James Chester,63,47,34,53,55,63,66,CB,Right,"180cm / 5'11""",75kg / 165lb,,35,Wales,EFL League Two,Salford City
James Clarke,60,43,41,48,47,58,75,CB,Right,"183cm / 6'0""",84kg / 185lb,,34,England,EFL League Two,Newport County
James Clarke,63,72,56,55,67,56,64,CAM,Right,"186cm / 6'1""",72kg / 159lb,CM,23,Republic of Ireland,SSE Airtricity PD,Bohemians
James Collins,67,53,66,55,64,41,78,ST,Right,"188cm / 6'2""",86kg / 190lb,,33,Republic of Ireland,EFL Championship,Derby County
James Connolly,62,57,28,47,51,61,70,CB,Right,"185cm / 6'1""",84kg / 185lb,,22,Wales,EFL League Two,Crewe Alexandra
James Dadge,53,51,50,57,55,25,53,GK,Right,"188cm / 6'2""",79kg / 174lb,,19,England,EFL League One,Northampton
James Daly,57,75,56,43,58,25,47,ST,Left,"178cm / 5'10""",70kg / 154lb,LM,24,England,EFL League Two,Harrogate Town
James Delianov,63,65,59,60,66,30,59,GK,Right,"188cm / 6'2""",87kg / 192lb,,24,Australia,A-League,Adelaide United
James Donachie,62,47,32,48,43,61,74,CB,Right,"193cm / 6'4""",85kg / 187lb,,31,Australia,A-League,Western United
James Dornelly,56,67,34,49,56,50,51,RB,Right,"175cm / 5'9""",65kg / 143lb,,19,England,EFL League One,Peterborough
James Edmondson,55,68,44,52,55,50,55,CDM,Right,"176cm / 5'9""",67kg / 148lb,CM,18,England,EFL Championship,Blackburn Rovers
James Forrest,74,77,72,70,74,49,54,RW,Right,"175cm / 5'9""",77kg / 170lb,"LW, RM",33,Scotland,Scottish Prem,Celtic
James Furlong,64,67,32,59,62,60,55,LB,Left,"178cm / 5'10""",71kg / 157lb,,22,Republic of Ireland,EFL League Two,AFC Wimbledon
James Garner,75,66,65,77,71,71,71,CM,Right,"182cm / 6'0""",80kg / 176lb,CDM,23,England,Premier League,Everton
James Gibbons,63,69,43,56,61,58,67,RB,Right,"175cm / 5'9""",74kg / 163lb,"LB, LM",26,England,EFL League One,Cambridge Utd
James Golding,59,63,27,42,49,59,61,CB,Right,"188cm / 6'2""",71kg / 157lb,RB,20,Republic of Ireland,EFL Championship,Oxford United
James Hill,69,70,39,57,59,69,72,CB,Right,"184cm / 6'0""",73kg / 161lb,RB,22,England,Premier League,AFC Bournemouth
James Husband,68,63,49,60,64,68,71,CB,Left,"179cm / 5'10""",65kg / 143lb,LB,30,England,EFL League One,Blackpool
James Jeggo,66,61,58,59,63,63,69,CDM,Right,"178cm / 5'10""",71kg / 157lb,CM,32,Australia,A-League,Melbourne City
James Jones,62,67,58,60,64,56,64,CM,Right,"175cm / 5'9""",68kg / 150lb,CDM,28,Scotland,EFL League One,Wrexham
James Justin,75,79,50,70,69,72,71,LB,Right,"183cm / 6'0""",80kg / 176lb,RB,26,England,Premier League,Leicester City
James Maddison,85,71,81,86,86,54,63,CAM,Right,"175cm / 5'9""",73kg / 161lb,RM,27,England,Premier League,Tottenham Hotspur F.C.
James Maxwell,61,71,29,49,60,57,64,LB,Left,"179cm / 5'10""",74kg / 163lb,,22,Scotland,EFL League Two,Doncaster
James McAtee,70,70,64,67,73,41,60,RW,Left,"180cm / 5'11""",72kg / 159lb,"CM, CAM, RM",21,England,Premier League,Manchester City
James McClean,67,64,63,64,65,61,77,LB,Left,"180cm / 5'11""",70kg / 154lb,"LM, CM",35,Republic of Ireland,EFL League One,Wrexham
James McConnell,63,64,50,62,63,57,64,CM,Right,"180cm / 5'11""",72kg / 159lb,CDM,20,England,Premier League,Liverpool
James McGarry,64,82,59,58,67,55,75,LB,Left,"179cm / 5'10""",75kg / 165lb,LM,26,New Zealand,Scottish Prem,Aberdeen
James McManus,60,67,48,55,58,56,62,CDM,Right,"175cm / 5'9""",68kg / 150lb,,19,Republic of Ireland,SSE Airtricity PD,Bohemians
James Milner,75,50,70,78,74,74,73,CM,Right,"175cm / 5'9""",70kg / 154lb,"RB, LB",38,England,Premier League,Brighton
James Morris,63,63,34,50,60,63,64,LB,Left,"183cm / 6'0""",76kg / 168lb,,22,England,EFL Championship,Watford
James Nieuwenhuizen,53,54,51,53,54,28,50,GK,Right,"186cm / 6'1""",78kg / 172lb,,20,Australia,A-League,Melbourne City
James Norris,59,68,35,53,53,55,54,LB,Left,"178cm / 5'10""",73kg / 161lb,,21,England,Premier League,Liverpool
James Pantemis,65,65,63,54,66,36,65,GK,Left,"188cm / 6'2""",77kg / 170lb,,27,Canada,MLS,Portland Timbers
James Penrice,64,78,50,59,62,58,63,LB,Left,"177cm / 5'10""",73kg / 161lb,,25,Scotland,Scottish Prem,Hearts
James Plant,60,72,35,54,58,55,48,LB,Right,"174cm / 5'9""",70kg / 154lb,"RB, CM",20,England,EFL League Two,Port Vale
James Pradic,56,56,58,50,56,30,55,GK,Right,"190cm / 6'3""",81kg / 179lb,,19,Wales,EFL Championship,Preston
James Rainbird,49,70,46,42,51,34,49,ST,Left,"178cm / 5'10""",71kg / 157lb,LB,19,England,EFL League One,Wrexham
James Sands,71,51,50,61,66,69,72,CDM,Right,"186cm / 6'1""",73kg / 161lb,"CM, CB",24,United States,MLS,New York City FC
James Scott,61,64,61,47,60,19,65,ST,Right,"189cm / 6'2""",95kg / 209lb,,24,Scotland,Scottish Prem,St. Mirren
James Shea,67,67,65,60,67,27,67,GK,Right,"181cm / 5'11""",76kg / 168lb,,33,England,EFL Championship,Luton Town
James Talbot,60,61,58,59,61,43,55,GK,Left,"180cm / 5'11""",80kg / 176lb,,27,Republic of Ireland,SSE Airtricity PD,Bohemians
James Tarkowski,80,47,45,64,59,81,81,CB,Right,"188cm / 6'2""",81kg / 179lb,,31,England,Premier League,Everton
James Tavernier,78,81,72,79,76,70,80,RB,Right,"182cm / 6'0""",75kg / 165lb,,32,England,Scottish Prem,Rangers
James Tilley,64,75,61,59,65,50,52,RM,Left,"173cm / 5'8""",69kg / 152lb,RW,26,England,EFL League Two,AFC Wimbledon
James Trafford,73,73,71,69,75,40,71,GK,Right,"192cm / 6'4""",90kg / 198lb,,21,England,EFL Championship,Burnley
James Ward-Prowse,79,57,73,86,75,66,72,CM,Right,"173cm / 5'8""",66kg / 146lb,"CDM, CAM",29,England,Premier League,Nott'm Forest
James Wilson,64,51,38,49,48,63,75,CB,Right,"189cm / 6'2""",82kg / 181lb,,35,Wales,EFL League One,Bristol Rovers
James Wilson,63,70,62,55,61,26,65,ST,Left,"183cm / 6'0""",73kg / 161lb,,28,England,EFL League One,Northampton
James Wilson,54,48,57,39,49,17,44,ST,Right,"170cm / 5'7""",70kg / 154lb,,17,Scotland,Scottish Prem,Hearts
Jamie Allen,68,76,61,66,68,64,69,CM,Right,"170cm / 5'7""",66kg / 146lb,CAM,29,England,EFL Championship,Coventry City
Jamie Bynoe-Gittens,75,90,66,62,82,26,55,LM,Right,"179cm / 5'10""",77kg / 170lb,LW,20,England,Bundesliga,Borussia Dortmund
Jamie Cumming,67,66,65,66,67,39,65,GK,Right,"185cm / 6'1""",79kg / 174lb,,25,England,EFL Championship,Oxford United
Jamie Donley,64,66,60,60,64,35,54,CAM,Left,"183cm / 6'0""",70kg / 154lb,ST,19,England,EFL League One,Leyton Orient
Jamie Grimes,62,52,28,44,43,61,71,CB,Left,"188cm / 6'2""",83kg / 183lb,,33,England,EFL League Two,Chesterfield
Jamie Gullan,58,71,58,50,56,23,63,ST,Right,"183cm / 6'0""",73kg / 161lb,,25,Scotland,SSE Airtricity PD,Dundalk
Jamie Jacobs,67,67,65,67,67,58,65,CM,Right,"182cm / 6'0""",74kg / 163lb,CAM,26,Netherlands,3F Superliga,Viborg FF
Jamie Jones,64,64,63,66,64,34,64,GK,Right,"188cm / 6'2""",91kg / 201lb,,35,England,EFL League Two,Salford City
Jamie Lawrence,66,60,26,48,40,67,72,CB,Right,"201cm / 6'7""",84kg / 185lb,,21,Germany,Bundesliga,WSG Tirol
Jamie Lennon,62,51,52,59,59,58,72,CDM,Right,"178cm / 5'10""",74kg / 163lb,CM,26,Republic of Ireland,SSE Airtricity PD,St. Pats
Jamie Leweling,74,85,69,64,76,42,73,RM,Right,"185cm / 6'1""",86kg / 190lb,"RW, ST",23,Germany,Bundesliga,VfB Stuttgart
Jamie Lindsay,65,57,60,62,66,63,67,CM,Right,"183cm / 6'0""",67kg / 148lb,CDM,28,Scotland,EFL League One,Bristol Rovers
Jamie Maclaren,68,77,67,61,67,38,71,ST,Right,"179cm / 5'10""",74kg / 163lb,,31,Australia,ISL,Mohun Bagan SG
Jamie McCart,65,65,32,43,55,64,74,CB,Left,"186cm / 6'1""",75kg / 165lb,,27,Scotland,EFL League One,Rotherham Utd
Jamie McGrath,70,71,69,67,72,58,62,RM,Right,"175cm / 5'9""",71kg / 157lb,"CAM, LM, RW",27,Republic of Ireland,Scottish Prem,Aberdeen
Jamie Mullins,59,70,54,51,64,28,40,CAM,Right,"171cm / 5'7""",60kg / 132lb,,19,Republic of Ireland,Premier League,Brighton
Jamie Pardington,55,55,53,53,56,19,54,GK,Right,"195cm / 6'5""",85kg / 187lb,,24,England,EFL League One,Lincoln City
Jamie Reid,67,76,68,53,66,24,74,ST,Right,"181cm / 5'11""",74kg / 163lb,,30,Northern Ireland,EFL League One,Stevenage
Jamie Roche,67,69,53,58,64,66,74,CDM,Left,"191cm / 6'3""",84kg / 185lb,CM,23,Sweden,CSSL,Lausanne-Sport
Jamie Shackleton,69,78,48,65,72,64,68,RB,Right,"168cm / 5'6""",65kg / 143lb,"CM, LB",24,England,EFL Championship,Sheffield Utd
Jamie Shepherd,59,65,55,57,61,52,59,CM,Right,"170cm / 5'7""",63kg / 139lb,,23,United States,NWSL,Bay FC
Jamie Sterry,62,71,50,56,60,56,70,RB,Right,"180cm / 5'11""",76kg / 168lb,,28,England,EFL League Two,Doncaster
Jamie Stott,58,67,26,45,46,57,68,CB,Left,"187cm / 6'2""",79kg / 174lb,,26,England,EFL League Two,Morecambe
Jamie Vardy,77,74,78,69,72,52,66,ST,Right,"179cm / 5'10""",74kg / 163lb,,37,England,Premier League,Leicester City
Jamie Walker,54,59,28,44,44,54,60,LB,Left,"187cm / 6'2""",80kg / 176lb,,23,Scotland,SSE Airtricity PD,Dundalk
Jamie Walker,64,78,60,63,67,53,67,CAM,Right,"175cm / 5'9""",70kg / 154lb,"CM, LW",31,Scotland,EFL League Two,Bradford City
Jamie Young,66,65,66,64,67,48,65,GK,Left,"180cm / 5'11""",83kg / 183lb,,39,England,A-League,Melbourne City
Jamil Siebert,70,74,33,50,52,68,80,CB,Right,"193cm / 6'4""",86kg / 190lb,,22,Germany,Bundesliga 2,Düsseldorf
Jamille Matt,60,40,61,48,52,26,73,ST,Right,"194cm / 6'4""",92kg / 203lb,,34,Jamaica,EFL League Two,Walsall
Jamilu Collins,70,77,36,59,68,67,70,LB,Left,"183cm / 6'0""",73kg / 161lb,,30,Nigeria,EFL Championship,Cardiff City
Jaminton Campaz,76,85,72,72,77,30,55,LM,Left,"168cm / 5'6""",68kg / 150lb,LW,24,Colombia,Libertadores,Rosario Central
Jamir Berdecio,60,62,56,58,60,54,60,RB,Right,"177cm / 5'10""",71kg / 157lb,CDM,22,Bolivia,MLS,Philadelphia
Jan Bednarek,74,43,22,55,55,75,77,CB,Right,"189cm / 6'2""",77kg / 170lb,,28,Poland,Premier League,Southampton
Jan Bekkema,61,62,57,50,63,25,62,GK,Right,"186cm / 6'1""",90kg / 198lb,,28,Netherlands,Eredivisie,sc Heerenveen
Jan Biegański,62,61,48,52,55,61,72,CDM,Left,"183cm / 6'0""",80kg / 176lb,,21,Poland,Trendyol Super Lig,Sivasspor
Jan Bořil,73,67,62,69,69,70,79,CB,Right,"175cm / 5'9""",75kg / 165lb,LB,33,Czech Republic,Ceska Liga,Slavia Praha
Jan Elvedi,68,79,34,57,57,67,79,CB,Right,"187cm / 6'2""",83kg / 183lb,,27,Switzerland,Bundesliga 2,Kaiserslautern
Jan Grzesik,67,77,56,60,64,60,68,RB,Right,"178cm / 5'10""",70kg / 154lb,RM,29,Poland,PKO BP Ekstraklasa,Radomiak Radom
Jan Gyamerah,69,78,48,58,67,65,69,RB,Right,"184cm / 6'0""",79kg / 174lb,LB,29,Germany,Bundesliga 2,Kaiserslautern
Jan Hendrik Marx,65,78,45,55,63,56,53,RB,Right,"171cm / 5'7""",68kg / 150lb,,29,Germany,3. Liga,Dynamo Dresden
Jan Kopic,72,76,69,68,72,36,59,RM,Right,"179cm / 5'10""",81kg / 179lb,"LM, RW",34,Czech Republic,Ceska Liga,Viktoria Plzeň
Jan Kronig,62,67,30,42,50,61,69,CB,Left,"185cm / 6'1""",77kg / 170lb,LB,24,Switzerland,CSSL,FC Sion
